seller_id,fitted,quantile_10,quantile_90
0015a82c2db000af6aaaf3ae2ecb0532,16.426616201299097,1.4858837493405694,40.02341460882317
001cca7ae9ae17fb1caed9dfb1094831,578.0373437217239,52.28686693734116,1408.386729418305
001e6ad469a905060d959994f1b41e4f,3.773008839043559,0.3412907717177797,9.192927821364231
002100f778ceb8431b7a1020ff7ab48f,102.39361230030987,9.262102595498437,249.48181342827596
003554e2dce176b5555353e4f3555ac8,5.290579572359504,0.47856394249598794,12.89048560888449
004c9cd9d87a3c30c522c48c4fc07416,77.6692855317987,7.025642273511284,189.241045089031
00720abe85ba0859807595bbf045a33b,48.605326393656796,4.396636759189469,118.42677192985457
00ab3eff1b5192e5f1a63bcecfee11c8,15.242738830466562,1.3787950997382863,37.138899972443774
00d8b143d12632bad99c0ad66ad52825,20.164795741535634,1.824024006767147,49.13148091947785
00ee68308b45bc5e2660cd833c3f81cc,661.2185238550976,59.811092395374075,1611.0574937030353
00fc707aaaad2d31347cf883cd2dfe10,124.8367573820174,11.29221665869574,304.1644875544367
010543a62bd80aa422851e79a3bc7540,12.019376608559243,1.0872230872752682,29.285184936987395
010da0602d7774602cd1b3f5fb7b709e,5.112984103914404,0.462499391082275,12.457774636696296
01266d4c46afa519678d16a8b683d325,71.44583229242181,6.462694438129356,174.07761482160282
013900e863eace745d3ec7614cab5b1a,64.93583766744855,5.8738272543464145,158.21602709205513
014c0679dd340a0e338872e7ec85666a,33.696365111382455,3.0480337957180748,82.10112022684783
014d9a685fd57276679edd00e07089e5,209.08163376091213,18.912659678890314,509.42694542539493
0176f73cc1195f367f7b32db1e5b3aa8,147.45556969064543,13.338220852555024,359.2751744965093
01bcc9d254a0143f0ce9791b960b2a47,117.11213276339095,10.593479070264994,285.3434564899647
01c97ebb5cdac52891c0ed1c37ba0012,31.20959376913747,2.8230907471628015,76.04210726591076
01ed254b9ff8407dfb9d99ba1e17d923,21.80778521507793,1.9726420379646525,53.13462119448562
01fd077212124329bac32490e8ef80d9,2960.0039399784846,267.74971171787985,7212.043154946297
01fdefa7697d26ad920e9e0346d4bd1b,558.5355171293508,50.522812377292865,1360.8705713872803
0241d4d5d36f10f80c644447315af0bd,591.1511335082404,53.473086113419086,1440.3384496805215
0249d282d911d23cb8b869ab49c99f53,44.490917615535764,4.0244643612569755,108.4020239002575
028872bfa080090a9d0abd4f1af168f8,4.321180327498007,0.39087609693417336,10.528546459450695
02a2272692e13558373c66db98f05e2e,8.72093957696702,0.7888601180912418,21.248550291193993
02b72cdeb9cfcc429f1af6f4e3f3b737,288.27937229115724,26.07655948786668,702.3920629172427
02c988090b766852e088c69d7fb3b551,579.7810435775349,52.44459481310855,1412.6352503204341
02d35243ea2e497335cd0f076b45675d,87.05132850914632,7.874303070404629,212.10037237583305
02dcd3e8e25bee036e32512bcf175493,43.304007403187185,3.9171013733571525,105.51011975212768
02ecc2a19303f05e59ce133fd923fff7,143.367001428678,12.968385880818937,349.31338682825805
